,EWC_0,EWC_1,EWC_2,EWC_3,EWC_4
2337,215,213,236,226,251
2338,215,213,236,226,251
2339,215,213,236,226,251
2340,215,213,236,226,251
2341,215,213,236,226,251
2342,215,213,237,226,252
2343,215,213,237,226,252
2344,215,213,237,226,252
2345,215,213,237,226,252
2346,215,213,237,226,252
2347,215,213,237,226,253
2348,215,213,237,226,253
2349,215,213,237,226,253
2350,215,213,237,227,253
2351,216,213,237,227,253
2352,216,213,237,227,253
2353,216,213,237,228,254
2354,216,213,237,228,254
2355,216,213,237,228,254
2356,216,213,237,228,254
2357,216,213,237,228,254
2358,216,213,237,228,254
2359,216,213,237,228,254
2360,216,213,237,228,254
2361,216,213,237,228,254
2362,216,213,237,228,254
2363,216,213,237,228,255
2364,216,213,237,228,255
2365,216,214,237,228,255
2366,216,215,237,228,255
2367,216,215,237,228,255
2368,216,215,237,228,255
2369,216,215,238,228,256
2370,216,215,238,228,256
2371,216,215,239,228,256
2372,216,215,239,228,256
2373,216,215,239,228,256
2374,216,215,239,228,256
2375,216,215,239,228,256
2376,216,215,239,229,256
2377,217,215,239,229,256
2378,217,215,239,229,256
2379,217,215,239,229,256
2380,217,215,239,229,256
2381,217,216,239,229,256
2382,217,216,239,230,256
2383,217,216,239,230,256
2384,217,216,239,230,256
2385,217,216,240,230,256
2386,217,216,240,230,256
2387,217,216,240,230,256
2388,217,216,240,230,256
2389,217,216,240,230,256
2390,217,216,240,230,256
2391,217,216,240,230,256
2392,217,216,240,230,256
2393,217,216,240,230,256
2394,218,216,240,230,256
2395,218,216,240,230,256
2396,218,216,240,230,256
2397,218,216,240,230,256
2398,218,216,240,230,256
2399,218,216,240,230,256
2400,218,217,240,231,256
2401,218,217,240,231,256
2402,218,217,240,231,256
2403,218,217,240,231,256
2404,218,217,240,231,256
2405,218,217,240,231,257
2406,218,218,240,231,257
2407,218,218,240,231,257
2408,218,218,240,231,257
2409,218,219,240,231,257
2410,218,219,240,231,257
2411,218,219,240,231,257
2412,218,219,240,231,257
2413,218,219,240,231,257
2414,219,219,240,231,257
2415,219,219,241,231,257
2416,219,219,241,231,257
2417,219,220,241,231,257
2418,219,220,241,231,257
2419,219,220,242,231,257
2420,219,220,242,231,258
2421,219,220,242,231,258
2422,219,220,242,231,258
2423,219,220,242,231,258
2424,219,220,243,231,258
2425,219,220,243,231,258
2426,219,220,243,231,258
2427,219,220,243,231,258
2428,219,220,243,231,258
2429,219,220,243,231,258
2430,219,220,243,231,258
2431,219,221,243,231,258
2432,219,221,243,232,258
2433,219,221,243,232,258
2434,219,221,243,232,258
2435,219,221,243,232,258
2436,219,221,243,232,259
2437,219,221,243,232,259
2438,219,221,243,232,259
2439,219,221,243,232,259
2440,219,222,243,232,259
2441,219,222,243,232,259
2442,219,222,243,232,259
2443,219,222,243,232,259
2444,219,222,243,232,259
2445,219,222,243,232,260
2446,219,222,243,232,260
2447,219,223,244,232,260
2448,219,223,244,232,260
2449,219,223,244,232,260
2450,219,223,244,232,261
2451,219,223,244,232,261
2452,219,223,245,232,261
2453,219,223,246,232,261
2454,219,223,246,232,261
2455,219,223,246,232,261
2456,220,223,247,232,261
2457,220,223,247,232,261
2458,220,223,247,232,261
2459,220,223,247,232,261
2460,220,223,247,232,261
2461,220,223,247,233,261
2462,220,223,247,233,261
2463,220,223,247,234,261
2464,220,223,247,234,261
2465,220,223,247,234,261
2466,220,223,247,234,261
2467,220,223,248,234,261
2468,220,223,248,234,261
2469,220,223,248,234,261
2470,220,223,248,234,261
2471,220,223,248,234,261
2472,220,223,248,234,261
2473,220,223,248,234,261
2474,220,223,248,234,261
2475,220,223,248,234,261
2476,220,223,248,234,261
2477,220,223,248,234,261
2478,221,223,248,234,261
2479,221,223,249,234,261
2480,221,223,249,234,261
2481,221,223,249,234,261
2482,221,223,249,234,261
2483,221,223,249,234,261
2484,221,223,249,234,261
2485,221,224,249,234,261
2486,221,224,249,234,261
2487,221,224,249,234,261
2488,221,225,249,235,261
2489,221,225,249,235,261
2490,221,225,249,235,261
2491,221,225,249,235,261
2492,221,225,249,235,261
2493,221,225,249,235,261
2494,221,225,249,235,261
2495,221,225,249,235,261
2496,221,225,249,235,261
2497,221,225,249,235,261
2498,221,225,249,235,261
2499,221,225,249,235,261
2500,221,225,249,235,261
2501,221,225,249,235,261
2502,221,225,249,235,261
2503,221,225,249,235,262
2504,221,225,249,235,262
2505,221,225,249,235,262
2506,221,225,249,235,262
2507,221,225,249,235,262
2508,221,225,249,235,262
2509,221,225,249,235,262
2510,221,225,249,235,262
2511,221,225,249,235,262
2512,221,225,249,235,262
2513,221,225,249,235,262
2514,221,225,249,235,262
2515,221,225,249,235,262
2516,221,225,249,235,263
2517,221,225,249,235,263
2518,221,225,249,235,263
2519,221,226,249,235,263
2520,221,226,249,235,263
2521,221,226,249,235,263
2522,221,226,250,235,263
2523,221,226,250,235,263
2524,221,226,250,235,263
2525,221,226,250,236,263
2526,221,226,250,236,263
2527,221,226,250,236,263
2528,221,226,250,236,263
2529,221,226,250,236,263
2530,221,226,250,236,263
2531,222,226,250,236,263
2532,222,226,250,236,264
2533,222,226,250,236,265
2534,222,226,250,237,265
2535,222,226,250,237,265
2536,222,226,250,237,265
2537,222,226,250,238,266
2538,222,226,250,238,267
2539,222,226,250,238,267
2540,222,226,250,238,267
2541,222,226,250,238,267
2542,222,226,250,238,267
2543,222,226,250,238,267
2544,222,226,250,238,267
2545,222,226,250,238,267
2546,222,226,250,238,267
2547,222,226,250,238,267
2548,222,226,251,238,267
2549,222,226,251,238,267
2550,222,226,251,238,267
2551,222,226,251,238,268
2552,222,226,251,238,268
2553,222,227,251,238,268
2554,222,227,252,238,268
2555,222,227,252,238,268
2556,222,227,252,238,268
2557,222,227,252,238,268
2558,222,227,252,238,268
2559,222,227,252,239,268
2560,222,227,252,240,268
2561,222,227,252,240,268
2562,222,227,252,240,268
2563,222,227,252,240,268
2564,222,227,252,241,268
2565,222,227,252,241,268
2566,222,227,252,241,268
2567,223,227,252,241,268
2568,223,227,252,241,268
2569,223,228,252,241,268
2570,223,228,252,241,268
2571,223,228,252,241,269
2572,223,228,252,241,269
2573,224,228,253,241,269
2574,224,228,254,241,269
2575,224,229,254,241,269
2576,224,229,254,241,269
2577,224,229,254,241,269
2578,224,229,254,241,269
2579,224,230,254,241,269
2580,224,230,254,241,269
2581,224,230,254,241,269
2582,224,230,254,241,269
2583,224,230,254,242,269
2584,224,230,254,242,269
2585,224,231,254,242,269
2586,224,231,254,242,269
2587,224,231,254,242,269
2588,224,231,254,243,269
2589,224,231,254,243,269
2590,224,231,254,243,269
2591,224,231,254,243,269
2592,224,231,255,244,269
2593,224,231,255,244,269
2594,224,231,255,245,269
2595,224,231,255,245,269
2596,224,232,255,245,269
2597,225,232,255,245,269
2598,225,232,255,245,269
2599,225,232,255,245,269
2600,225,233,255,245,269
2601,225,233,255,245,269
2602,225,233,255,245,269
2603,225,233,256,245,269
2604,225,233,256,245,269
2605,225,233,256,245,269
2606,225,234,256,246,269
2607,225,234,256,246,269
2608,225,234,256,246,269
2609,225,234,256,246,269
2610,225,234,256,246,269
2611,225,234,256,246,269
2612,225,234,256,246,269
2613,225,234,256,246,269
2614,225,234,256,246,269
2615,225,234,256,246,269
2616,225,234,256,246,269
2617,225,234,256,246,270
2618,225,234,256,246,270
2619,225,234,256,246,270
2620,225,234,256,246,270
2621,225,234,256,246,270
2622,225,234,256,246,270
2623,225,234,256,246,270
2624,225,234,256,246,270
2625,225,234,256,246,270
2626,225,234,256,246,270
2627,225,234,256,246,270
2628,225,234,256,246,270
2629,225,234,256,246,270
2630,225,234,256,246,270
2631,225,234,256,246,270
2632,225,234,256,246,270
2633,225,234,256,246,270
2634,225,234,256,247,270
2635,225,234,256,247,270
2636,225,234,256,247,270
2637,225,234,256,247,270
2638,225,234,256,247,270
2639,225,234,256,247,270
2640,225,234,256,247,270
2641,225,234,256,247,270
2642,225,234,256,248,270
2643,225,234,256,248,270
2644,225,234,256,248,270
2645,225,234,256,249,270
2646,226,234,256,249,270
2647,226,234,256,249,270
2648,226,235,256,249,270
2649,226,235,257,249,270
2650,226,235,257,249,270
2651,226,235,258,249,270
2652,226,235,258,249,270
2653,226,235,258,249,270
2654,226,235,258,249,270
2655,226,235,258,249,270
2656,226,235,258,249,270
2657,226,235,258,249,270
2658,226,235,258,249,270
2659,226,235,258,249,270
2660,226,235,258,249,270
2661,226,235,258,249,270
2662,226,235,258,249,270
2663,226,235,258,249,270
2664,226,235,258,250,270
2665,226,235,258,250,270
2666,226,235,258,250,271
2667,226,235,258,250,271
2668,226,235,258,250,271
2669,226,235,259,250,271
2670,226,235,259,250,271
2671,226,235,259,250,271
2672,226,235,259,250,271
2673,226,235,260,250,271
2674,226,235,260,250,271
2675,226,235,260,250,271
2676,226,235,260,250,271
2677,226,235,260,250,271
2678,226,235,260,250,271
2679,226,235,260,250,271
2680,226,235,260,250,271
2681,226,235,260,250,271
2682,226,235,260,250,271
2683,226,235,260,250,271
2684,226,235,260,250,271
2685,226,235,260,251,271
2686,226,235,260,251,271
2687,226,235,260,251,272
2688,226,235,260,251,272
2689,226,235,260,251,272
2690,226,235,260,251,272
2691,226,235,260,251,273
2692,226,235,260,251,273
2693,226,235,260,251,273
2694,226,235,260,252,273
2695,226,235,260,252,273
2696,226,235,260,252,273
2697,226,235,260,252,274
2698,226,236,260,252,274
2699,226,236,260,252,274
2700,226,236,260,252,274
2701,226,236,260,252,274
2702,226,236,260,252,274
2703,226,236,260,252,274
2704,227,236,260,252,274
2705,227,236,260,252,274
2706,227,236,260,252,274
2707,227,236,260,252,274
2708,227,236,260,252,274
2709,227,236,260,252,274
2710,227,236,260,252,274
2711,227,236,260,252,274
2712,227,236,260,252,274
2713,227,236,261,253,274
2714,228,236,261,253,274
2715,228,236,261,254,274
2716,228,236,261,254,274
2717,228,236,261,254,274
2718,228,236,261,254,275
2719,228,236,261,254,275
2720,228,236,261,254,275
2721,228,236,261,254,275
2722,228,236,261,254,275
2723,228,236,261,254,275
2724,228,236,261,254,275
2725,228,236,261,254,275
2726,228,236,261,254,275
2727,229,236,261,254,275
2728,229,236,261,254,275
2729,229,236,261,254,275
2730,229,236,261,254,275
2731,229,236,261,254,275
2732,230,236,261,254,275
2733,230,236,261,254,275
2734,231,236,261,254,275
2735,231,236,261,254,275
2736,231,236,261,254,275
2737,231,236,261,254,275
2738,231,236,261,254,276
2739,232,236,262,254,276
2740,232,236,262,254,276
2741,232,236,262,254,277
2742,232,236,262,254,277
2743,232,236,262,254,277
2744,233,237,262,254,277
2745,233,237,262,254,277
2746,233,238,262,254,277
2747,233,238,262,254,277
2748,234,238,262,254,277
2749,234,238,262,254,277
2750,234,238,262,254,277
2751,234,238,262,254,277
2752,234,238,262,254,277
2753,234,238,262,254,277
2754,234,238,262,254,277
2755,235,238,262,254,277
2756,235,238,262,254,277
2757,235,238,262,254,277
2758,235,238,262,254,278
2759,235,238,262,254,278
2760,235,238,262,254,278
2761,235,238,262,254,278
2762,235,238,262,254,278
2763,235,238,262,254,278
2764,235,238,262,254,278
2765,235,238,262,254,278
2766,235,238,262,254,278
2767,235,238,262,254,278
2768,235,238,262,254,278
2769,235,238,262,254,278
2770,235,238,262,254,278
2771,235,238,262,254,278
2772,235,238,262,254,278
2773,235,238,262,254,278
2774,235,238,262,254,278
2775,235,238,263,254,279
2776,235,238,263,254,279
2777,235,238,263,254,279
2778,235,238,263,254,279
2779,235,238,263,254,279
2780,236,238,263,254,279
2781,236,238,263,254,279
2782,236,238,263,254,279
2783,236,238,263,254,279
2784,236,238,263,254,279
2785,236,238,263,254,279
2786,236,238,263,254,279
2787,236,238,263,254,280
2788,236,238,264,254,280
2789,236,238,264,254,280
2790,236,238,264,254,280
2791,236,238,264,254,280
2792,236,238,264,254,280
2793,236,238,264,254,280
2794,236,238,264,254,280
2795,236,238,264,254,280
2796,236,238,264,254,280
2797,236,238,264,254,280
2798,236,238,264,254,280
2799,236,238,264,254,280
2800,236,238,264,254,280
2801,236,238,264,254,280
2802,236,239,264,254,280
2803,237,239,264,254,280
2804,237,239,264,254,280
2805,237,239,264,254,280
2806,237,239,264,254,280
2807,237,239,264,254,280
2808,237,239,264,254,280
2809,237,239,264,254,280
2810,237,239,264,254,280
2811,237,239,264,254,280
2812,237,239,264,254,280
2813,237,239,264,254,280
2814,237,239,264,254,280
2815,237,239,264,254,280
2816,237,239,264,254,280
2817,237,239,264,254,280
2818,237,239,264,254,280
2819,237,240,264,254,280
2820,237,240,264,254,280
2821,237,240,264,254,280
2822,237,240,264,254,280
2823,237,240,264,254,280
2824,238,240,264,254,280
2825,238,240,264,254,280
2826,238,240,264,254,280
2827,238,240,264,254,280
2828,238,240,264,254,280
2829,238,240,264,254,280
2830,238,240,264,254,280
2831,238,240,264,254,280
2832,238,240,264,254,280
2833,238,240,264,254,280
2834,238,240,265,254,280
2835,238,240,265,254,280
2836,238,240,265,254,281
2837,238,240,265,254,281
2838,238,240,265,254,281
2839,238,240,265,254,281
2840,239,240,265,254,281
2841,239,240,265,254,281
2842,239,241,265,254,281
2843,239,241,265,254,281
2844,239,241,265,254,281
2845,239,241,265,254,281
2846,239,241,265,254,281
2847,240,241,265,254,282
2848,240,241,265,254,282
2849,240,241,265,254,282
2850,240,241,265,254,282
2851,240,241,265,254,282
2852,240,241,266,254,282
2853,240,241,266,254,282
2854,240,242,266,255,282
2855,240,242,266,256,282
2856,240,242,266,256,282
2857,240,242,266,256,282
2858,240,242,266,256,282
2859,240,242,266,256,282
2860,240,242,266,256,283
2861,240,242,266,256,283
2862,240,242,266,256,283
2863,240,242,266,256,283
2864,240,242,266,256,283
2865,240,242,266,256,283
2866,240,242,266,256,283
2867,240,242,266,256,283
2868,240,242,266,256,283
2869,240,242,266,256,283
2870,240,242,266,256,283
2871,241,242,266,256,283
2872,241,242,266,256,283
2873,241,242,266,256,283
2874,241,242,266,256,283
2875,241,242,266,256,283
2876,241,242,266,256,283
2877,241,242,266,256,284
2878,241,242,266,256,284
2879,241,242,266,256,284
2880,241,242,266,256,284
2881,241,242,266,256,284
2882,241,242,266,256,284
2883,241,243,266,256,284
2884,241,243,266,256,284
2885,241,243,266,256,284
2886,241,243,266,257,284
2887,241,243,266,257,284
2888,241,243,266,257,284
2889,241,243,266,257,284
2890,241,243,266,257,284
2891,241,243,266,258,284
2892,241,244,266,258,285
2893,241,244,266,258,285
2894,242,244,266,258,285
2895,242,245,266,258,285
2896,242,245,266,258,285
2897,242,245,266,258,285
2898,242,245,266,258,285
2899,242,245,266,258,285
2900,242,245,266,258,285
2901,242,245,266,258,285
2902,242,245,266,258,285
2903,242,245,267,259,285
2904,242,245,267,259,285
2905,242,245,267,259,285
2906,242,245,267,259,285
2907,242,245,267,259,285
2908,242,245,267,259,285
2909,242,245,267,259,285
2910,242,245,267,259,285
2911,242,245,267,259,285
2912,242,245,267,259,285
2913,242,245,267,259,285
2914,242,245,267,259,285
2915,242,245,267,259,285
2916,242,245,267,259,286
2917,242,245,267,259,286
2918,242,245,267,259,287
2919,242,245,267,259,287
2920,242,245,267,259,287
2921,242,245,267,259,287
2922,242,246,267,259,287
2923,242,246,267,259,288
2924,242,246,267,259,288
2925,242,246,268,259,288
2926,242,246,268,260,288
2927,242,246,268,260,288
2928,242,246,268,260,288
2929,242,246,268,260,288
2930,242,246,269,260,288
2931,242,246,269,260,288
2932,242,246,269,260,288
2933,242,246,269,260,288
2934,242,246,269,260,288
2935,242,246,269,260,288
2936,242,246,270,260,288
2937,242,246,270,260,288
2938,242,246,270,260,289
2939,242,246,270,260,289
2940,242,246,270,261,289
2941,242,247,270,261,289
2942,242,247,270,261,289
2943,242,247,270,262,289
2944,243,247,270,262,289
2945,243,247,271,262,289
2946,243,248,271,262,289
2947,243,248,271,262,289
2948,243,248,271,262,289
2949,243,249,271,262,289
2950,243,249,271,262,289
2951,243,249,271,262,289
2952,243,249,271,262,289
2953,243,249,271,262,289
2954,243,249,271,262,290
2955,243,249,271,263,290
2956,243,249,271,263,290
2957,243,249,271,263,290
2958,243,249,271,264,290
2959,243,249,271,264,290
2960,243,249,271,264,290
2961,243,249,271,264,290
2962,243,249,271,264,290
2963,243,249,271,264,290
2964,243,250,271,264,291
2965,243,250,271,264,291
2966,243,250,271,264,291
2967,243,250,271,264,291
2968,243,250,271,265,291
2969,243,250,271,265,291
2970,243,250,271,265,291
2971,243,250,271,265,291
2972,243,250,271,265,291
2973,243,250,271,265,291
2974,243,250,271,265,291
2975,243,250,271,265,291
2976,243,250,271,265,292
2977,243,250,271,265,292
2978,243,250,271,265,292
2979,243,250,271,265,292
2980,243,250,271,265,292
2981,243,250,271,265,292
2982,243,250,271,265,292
2983,243,250,271,265,292
2984,243,250,271,265,292
2985,243,250,271,265,293
2986,243,250,271,265,293
2987,243,250,271,265,294
2988,243,251,271,265,294
2989,243,251,271,265,295
2990,244,251,271,265,295
2991,244,251,271,265,295
2992,244,251,271,265,295
2993,244,251,271,265,295
2994,244,251,271,265,295
2995,244,251,272,265,295
2996,244,251,272,265,295
2997,244,251,272,265,295
2998,244,251,273,265,295
2999,244,251,273,265,296
3000,244,251,274,265,296
3001,244,251,274,265,296
3002,244,251,274,265,297
3003,245,251,274,265,297
3004,245,251,274,265,297
3005,245,251,274,265,297
3006,245,251,274,265,297
3007,245,252,274,265,297
3008,245,252,274,265,297
3009,245,252,274,265,297
3010,245,252,274,265,297
3011,245,252,274,265,297
3012,245,252,274,265,297
3013,245,252,274,265,297
3014,245,252,274,265,297
3015,245,252,274,265,297
3016,246,252,274,265,297
3017,246,252,274,265,297
3018,246,252,274,265,297
3019,246,252,274,265,297
3020,246,253,275,265,297
3021,246,254,275,265,297
3022,246,254,275,265,297
3023,246,254,275,265,297
3024,246,254,275,265,297
3025,246,254,275,265,297
3026,246,254,275,265,297
3027,246,254,275,265,297
3028,246,254,275,265,297
3029,246,254,275,265,297
3030,247,254,275,265,297
3031,247,254,275,266,297
3032,247,254,275,266,298
3033,247,254,275,266,298
3034,247,254,275,266,298
3035,247,254,275,266,298
3036,247,254,275,266,298
3037,247,254,276,267,298
3038,247,254,276,267,298
3039,247,254,276,267,298
3040,247,254,276,267,298
3041,247,254,276,267,299
3042,247,254,276,267,299
3043,247,255,277,267,299
3044,247,256,277,267,299
3045,247,256,277,267,299
3046,248,256,277,267,299
3047,248,256,277,267,299
3048,248,256,277,267,299
3049,248,256,277,267,299
3050,248,256,277,267,299
3051,248,256,277,267,299
3052,248,256,278,267,299
3053,248,256,278,267,299
3054,248,256,278,267,299
3055,248,256,278,267,299
3056,248,256,278,267,299
3057,248,256,278,267,299
3058,248,256,278,267,299
3059,248,256,278,267,299
3060,248,256,278,267,299
3061,248,256,278,267,299
3062,248,256,278,267,299
3063,248,256,278,267,299
3064,248,256,278,268,300
3065,249,256,278,268,300
3066,249,256,278,268,300
3067,249,256,279,268,300
3068,249,256,279,269,300
3069,249,256,279,269,300
3070,249,256,279,269,300
3071,249,256,279,269,300
3072,249,256,279,269,300
3073,249,256,279,269,300
3074,249,256,279,269,300
3075,249,256,279,269,300
3076,249,257,279,269,300
3077,249,257,279,269,300
3078,249,257,279,269,300
3079,249,257,279,269,300
3080,249,257,279,269,300
3081,249,258,279,269,300
3082,249,258,279,269,300
3083,249,258,279,269,300
3084,250,258,279,270,300
3085,250,258,279,270,300
3086,250,258,280,270,300
3087,250,258,280,270,300
3088,250,258,280,270,301
3089,250,258,280,270,301
3090,250,258,280,270,301
3091,250,258,280,270,302
3092,250,258,280,270,302
3093,250,258,280,270,303
3094,250,258,280,270,303
3095,250,258,280,270,303
3096,250,258,280,270,303
3097,250,258,280,270,303
3098,250,258,280,270,303
3099,250,258,280,270,303
3100,250,258,280,270,303
3101,250,258,280,270,303
3102,251,258,280,270,303
3103,251,258,280,270,303
3104,251,258,280,270,304
3105,251,258,280,270,304
3106,251,258,280,270,304
3107,251,258,280,270,304
3108,251,258,280,271,304
3109,251,258,280,271,304
3110,251,258,280,271,304
3111,251,258,280,271,304
3112,251,258,280,271,304
3113,251,258,281,271,304
3114,251,258,281,271,304
3115,252,258,281,271,304
3116,252,258,281,271,304
3117,252,258,281,271,304
3118,253,258,281,271,304
3119,253,258,281,271,304
3120,253,258,281,271,304
3121,253,258,282,271,304
3122,253,258,282,271,304
3123,253,259,282,272,304
3124,253,259,282,272,304
3125,253,259,282,272,304
3126,253,259,283,272,304
3127,253,259,283,272,304
3128,253,259,283,273,304
3129,253,259,283,273,304
3130,253,259,283,273,304
3131,253,260,283,273,304
3132,253,260,283,273,304
3133,253,260,283,273,304
3134,253,260,283,273,304
3135,253,260,283,273,304
3136,253,260,283,273,304
3137,253,260,283,273,304
3138,253,260,283,273,304
3139,253,260,283,273,304
3140,253,260,283,273,304
3141,253,260,283,273,304
3142,253,260,283,273,304
3143,253,260,283,273,304
3144,253,260,283,273,304
3145,253,260,283,273,304
3146,253,260,283,273,304
3147,253,260,283,273,304
3148,253,260,283,273,304
3149,253,260,283,273,304
3150,254,260,283,273,304
3151,254,260,283,273,304
3152,254,260,283,273,304
3153,254,260,283,273,304
3154,254,260,283,273,304
3155,254,260,283,273,304
3156,254,260,283,273,304
3157,254,260,284,273,304
3158,254,260,284,273,304
3159,255,260,284,273,304
3160,255,260,284,274,305
3161,255,260,284,274,306
3162,255,260,284,274,306
3163,256,260,284,274,306
3164,257,260,284,274,306
3165,257,260,284,274,307
3166,257,260,284,274,307
3167,257,260,284,274,307
3168,257,260,284,274,307
3169,257,260,284,274,307
3170,257,260,284,274,307
3171,257,260,284,274,307
3172,257,260,284,274,307
3173,257,260,284,274,307
3174,257,260,284,274,307
3175,257,260,284,274,307
3176,257,260,284,274,307
3177,257,260,284,274,307
3178,257,260,284,274,307
3179,257,260,284,274,307
3180,257,260,284,274,308
3181,257,260,284,274,308
3182,258,260,284,274,309
3183,258,260,284,274,309
3184,258,260,284,274,309
3185,258,260,284,274,309
3186,258,260,284,274,309
3187,259,260,284,274,309
3188,259,260,284,274,309
3189,259,260,284,274,309
3190,259,260,284,274,309
3191,259,260,284,274,309
3192,259,260,284,274,309
3193,259,260,284,274,309
3194,259,260,284,274,309
3195,259,260,284,274,309
3196,259,260,284,274,309
3197,259,260,284,274,309
3198,259,260,284,274,309
3199,259,260,284,274,309
3200,259,260,284,274,310
3201,259,260,284,274,310
3202,259,260,284,274,310
3203,260,260,284,274,310
3204,260,260,284,274,310
3205,261,260,284,274,310
3206,261,260,284,274,310
3207,261,260,284,274,310
3208,262,260,284,274,310
3209,262,260,284,274,310
3210,262,260,284,274,310
3211,262,260,284,274,310
3212,262,260,284,274,310
3213,262,260,284,274,310
3214,262,260,284,274,310
3215,262,260,284,274,310
3216,262,260,284,274,310
3217,262,260,284,274,310
3218,262,260,284,274,310
3219,262,260,284,274,310
3220,262,260,284,274,310
3221,262,260,284,274,310
3222,262,260,284,274,310
3223,262,260,284,274,310
3224,262,260,284,274,310
3225,262,260,284,274,310
3226,262,260,284,274,310
3227,263,260,284,274,310
3228,263,260,284,274,310
3229,263,260,284,274,310
3230,263,260,284,274,310
3231,263,260,284,274,310
3232,263,260,284,274,310
3233,263,260,284,274,311
3234,263,260,284,274,311
3235,263,260,284,274,311
3236,263,260,284,274,311
3237,263,260,284,274,311
3238,263,260,284,274,311
3239,263,260,284,274,311
3240,263,260,284,274,311
3241,263,260,284,274,311
3242,263,260,284,274,311
3243,263,260,284,274,311
3244,263,260,284,275,311
3245,263,260,284,275,311
3246,263,260,284,275,311
3247,263,260,284,275,311
3248,263,260,284,275,311
3249,263,260,284,275,311
3250,263,260,284,275,311
3251,263,260,284,275,311
3252,263,260,284,275,312
3253,263,260,284,275,312
3254,263,260,284,275,312
3255,263,260,284,275,312
3256,263,260,284,275,312
3257,264,260,284,275,312
3258,264,260,284,275,312
3259,264,260,284,275,312
3260,264,260,284,275,312
3261,264,260,284,275,312
3262,264,260,284,275,313
3263,264,260,284,275,313
3264,264,260,285,275,313
3265,264,260,285,275,313
3266,264,260,285,275,313
3267,264,260,285,275,313
3268,264,260,286,275,313
3269,264,261,286,275,313
3270,264,261,286,275,313
3271,264,262,286,275,313
3272,264,263,286,275,313
3273,264,263,286,275,313
3274,264,263,286,275,313
3275,264,263,286,275,313
3276,264,263,286,275,313
3277,264,263,286,275,313
3278,264,263,286,275,313
3279,264,263,286,276,313
3280,264,263,286,277,313
3281,264,263,286,277,313
3282,264,263,286,277,313
3283,264,263,286,277,313
3284,264,263,286,277,313
3285,264,263,286,277,313
3286,264,263,286,277,313
3287,264,263,286,277,313
3288,264,263,286,277,314
3289,264,263,286,278,314
3290,264,263,286,278,314
3291,264,263,286,278,314
3292,264,263,286,278,314
3293,264,263,286,278,314
3294,264,263,286,279,314
3295,264,263,286,279,314
3296,264,263,286,279,314
3297,264,263,286,279,315
3298,264,263,286,279,315
3299,264,263,286,279,315
3300,264,263,286,279,315
3301,264,263,286,279,315
3302,264,263,286,279,316
3303,264,263,286,279,317
3304,264,263,286,280,317
3305,264,264,287,280,317
3306,264,264,287,280,317
3307,264,264,287,280,317
3308,264,264,287,280,317
3309,265,264,287,280,317
3310,265,264,287,280,317
3311,265,264,287,281,317
3312,266,264,287,281,317
3313,266,264,287,281,317
3314,266,264,287,281,318
3315,266,264,287,281,318
3316,266,264,287,281,318
3317,266,264,287,281,318
3318,266,264,287,281,318
3319,266,264,287,281,318
3320,266,264,287,281,319
3321,266,264,287,281,319
3322,266,264,287,281,319
3323,266,264,287,281,319
3324,266,265,287,281,319
3325,266,265,287,281,319
3326,266,266,287,281,319
3327,266,266,287,281,319
3328,266,266,287,281,319
3329,266,266,287,281,319
3330,266,266,287,281,319
3331,266,266,287,281,319
3332,266,266,287,281,319
3333,266,266,287,281,320
3334,266,266,287,281,320
3335,266,267,287,281,320
3336,266,267,287,281,320
3337,266,267,288,281,320
3338,266,267,288,281,320
3339,266,267,288,281,320
3340,267,267,288,281,320
3341,267,267,288,281,320
3342,267,267,288,281,320
3343,267,267,288,281,320
3344,267,267,289,281,320
3345,267,267,289,281,320
3346,267,267,289,281,320
3347,267,267,289,281,320
3348,267,267,289,281,320
3349,267,268,289,281,320
3350,267,269,289,281,320
3351,267,269,289,281,320
3352,267,269,289,281,320
3353,267,269,289,281,320
3354,267,269,289,281,320
3355,267,269,289,282,320
3356,267,269,289,282,320
3357,267,269,289,283,320
3358,267,269,289,283,320
3359,267,269,289,283,320
3360,267,269,289,283,320
3361,267,269,289,283,320
3362,267,269,289,283,320
3363,267,269,289,283,320
3364,267,269,289,283,320
3365,267,270,289,283,320
3366,267,270,289,283,320
3367,267,270,289,283,320
3368,267,270,289,283,320
3369,267,270,289,283,320
3370,267,270,289,283,320
3371,267,270,289,283,320
3372,268,270,289,283,320
3373,268,270,289,283,320
3374,268,270,289,283,320
3375,268,270,289,283,320
3376,268,270,289,283,320
3377,268,270,289,283,320
3378,268,270,289,283,320
3379,268,270,289,283,320
3380,268,270,289,283,320
3381,268,270,289,283,320
3382,268,270,289,283,320
3383,268,270,289,283,320
3384,269,270,289,283,320
3385,269,270,289,283,320
3386,269,270,289,283,320
3387,269,270,289,283,320
3388,269,270,289,283,320
3389,269,270,289,283,320
3390,269,270,289,283,320
3391,269,270,289,284,320
3392,269,270,289,284,320
3393,269,270,289,284,320
3394,269,270,289,284,320
3395,269,270,289,284,320
3396,269,270,289,284,320
3397,269,270,289,284,320
3398,269,270,289,284,320
3399,269,270,289,284,320
3400,269,270,289,284,321
3401,269,270,289,284,321
3402,269,270,289,284,321
3403,269,270,289,284,321
3404,269,270,289,284,321
3405,269,270,289,284,321
3406,269,270,289,285,321
3407,269,270,289,285,321
3408,269,270,289,285,321
3409,269,270,289,285,321
3410,270,271,289,285,322
