,EWC_0,EWC_1,EWC_2,EWC_3,EWC_4
5850,381,341,403,391,457
5851,381,341,403,391,457
5852,381,341,403,391,457
5853,381,341,403,391,457
5854,381,342,403,391,457
5855,381,342,403,391,457
5856,381,342,403,391,457
5857,381,342,403,391,457
5858,381,342,403,391,457
5859,381,342,403,391,457
5860,381,342,403,391,457
5861,381,342,403,391,457
5862,381,342,403,391,457
5863,381,342,403,391,457
5864,381,342,404,391,457
5865,381,342,404,391,457
5866,381,342,404,391,457
5867,381,342,404,391,457
5868,382,342,404,391,457
5869,382,342,404,391,457
5870,382,342,404,391,457
5871,382,342,404,391,457
5872,383,342,404,391,458
5873,383,342,404,391,458
5874,384,342,404,391,458
5875,385,342,404,391,458
5876,385,342,404,391,458
5877,385,342,404,391,458
5878,385,342,404,391,458
5879,385,342,404,391,458
5880,385,342,404,391,459
5881,385,342,404,391,459
5882,385,342,404,391,459
5883,385,342,404,391,459
5884,385,342,404,391,459
5885,385,342,404,391,459
5886,385,342,404,391,459
5887,385,342,404,391,459
5888,385,343,404,391,459
5889,385,343,404,391,459
5890,385,343,404,391,459
5891,385,343,404,391,459
5892,385,343,404,391,459
5893,385,343,404,391,459
5894,385,343,404,391,459
5895,385,343,404,391,459
5896,385,343,404,391,459
5897,385,343,404,391,459
5898,385,343,404,391,459
5899,385,343,404,391,459
5900,385,343,404,391,459
5901,385,343,404,391,460
5902,385,343,404,392,460
5903,385,343,404,392,460
5904,385,344,404,392,460
5905,385,344,404,392,460
5906,385,344,404,392,460
5907,385,344,404,392,460
5908,385,344,404,392,460
5909,385,344,404,392,460
5910,385,344,404,392,460
5911,385,344,404,392,460
5912,385,344,404,392,460
5913,385,344,404,392,460
5914,385,344,404,392,460
5915,385,344,404,392,460
5916,385,344,404,392,460
5917,385,344,404,392,460
5918,385,344,404,392,460
5919,385,344,404,392,460
5920,385,344,404,392,460
5921,385,344,404,392,460
5922,385,344,404,392,460
5923,385,344,404,392,460
5924,385,344,404,392,460
5925,385,344,404,392,460
5926,385,344,404,392,460
5927,386,344,404,392,460
5928,386,344,404,392,460
5929,386,344,404,392,460
5930,386,344,404,392,460
5931,386,344,404,393,460
5932,386,344,404,393,460
5933,386,344,404,393,460
5934,386,344,404,393,460
5935,386,344,404,393,460
5936,386,344,404,393,460
5937,386,344,404,393,460
5938,386,344,404,393,460
5939,386,344,404,393,460
5940,386,345,405,393,460
5941,386,345,405,393,460
5942,386,345,405,393,460
5943,386,345,405,393,460
5944,386,345,405,393,461
5945,386,345,405,393,461
5946,386,345,405,393,461
5947,386,345,405,393,461
5948,386,345,405,393,461
5949,386,345,405,393,461
5950,386,345,405,393,461
5951,386,345,405,394,461
5952,386,345,405,394,461
5953,386,345,405,394,461
5954,386,345,405,394,461
5955,386,345,405,394,461
5956,386,345,405,394,462
5957,386,346,405,394,462
5958,386,346,405,394,462
5959,386,346,405,394,462
5960,386,346,405,394,462
5961,386,346,405,394,462
5962,386,346,405,394,462
5963,386,346,405,394,462
5964,386,346,405,394,462
5965,386,346,405,394,462
5966,386,347,405,394,462
5967,386,347,405,394,462
5968,386,347,405,394,462
5969,386,347,405,394,462
5970,386,347,406,394,462
5971,386,347,406,394,462
5972,386,347,406,394,462
5973,386,347,406,394,462
5974,386,347,406,394,462
5975,386,347,406,394,462
5976,386,347,406,394,462
5977,386,347,406,394,462
5978,386,347,407,394,462
5979,386,347,407,394,463
5980,386,347,407,394,463
5981,386,347,407,394,463
5982,386,347,407,394,463
5983,386,347,407,394,463
5984,386,347,407,394,463
5985,386,347,407,394,463
5986,386,347,407,394,463
5987,386,347,407,394,463
5988,386,347,407,394,463
5989,387,347,407,394,463
5990,387,347,407,394,463
5991,387,347,407,394,463
5992,387,347,407,394,464
5993,387,348,407,394,464
5994,387,348,407,394,464
5995,387,348,407,394,464
5996,387,348,407,394,464
5997,387,348,407,394,464
5998,387,348,407,394,464
5999,387,348,407,394,464
6000,387,348,407,394,464
6001,387,348,407,394,464
6002,387,348,407,394,464
6003,387,348,407,394,464
6004,387,349,408,394,464
6005,387,349,408,394,464
6006,387,349,408,394,464
6007,387,349,408,394,464
6008,387,349,408,394,464
6009,387,349,408,394,464
6010,387,349,408,394,464
6011,387,349,408,394,464
6012,387,349,408,394,464
6013,387,349,408,394,464
6014,387,349,408,394,464
6015,387,349,408,394,464
6016,387,349,408,394,464
6017,387,349,408,394,464
6018,387,349,408,394,465
6019,388,349,408,394,465
6020,388,349,408,394,465
6021,388,349,408,394,465
6022,388,349,408,394,465
6023,388,349,408,394,465
6024,388,349,408,394,465
6025,388,349,408,394,465
6026,388,349,408,394,465
6027,388,349,408,394,465
6028,388,349,408,394,465
6029,388,349,408,394,465
6030,388,349,408,394,465
6031,388,349,408,394,465
6032,388,349,408,394,465
6033,388,349,408,394,465
6034,388,349,408,394,465
6035,388,349,408,394,465
6036,388,349,408,394,465
6037,388,349,408,394,465
6038,388,350,408,394,465
6039,388,350,408,394,465
6040,388,350,408,394,465
6041,388,350,408,394,465
6042,388,350,408,394,465
6043,388,350,408,394,465
6044,388,350,408,394,465
6045,388,350,408,394,465
6046,388,350,408,394,465
6047,388,350,408,394,465
6048,388,350,408,394,465
6049,388,350,408,394,465
6050,388,350,408,394,465
6051,388,350,408,394,465
6052,388,350,408,394,465
6053,388,350,408,394,465
6054,389,350,408,394,465
6055,389,350,408,394,465
6056,389,350,408,394,465
6057,389,350,408,394,465
6058,389,350,408,394,465
6059,389,350,408,394,465
6060,389,350,408,394,465
6061,389,350,408,394,465
6062,389,350,408,394,465
6063,389,350,408,394,465
6064,389,350,408,394,465
6065,389,350,408,394,465
6066,389,350,409,394,465
6067,389,350,409,394,465
6068,389,350,409,394,465
6069,389,350,409,394,465
6070,389,350,409,394,465
6071,389,350,409,394,465
6072,389,350,409,394,465
6073,389,350,409,395,465
6074,389,350,409,395,465
6075,389,350,409,395,465
6076,389,350,409,395,465
6077,389,350,409,395,465
6078,389,350,409,395,465
6079,389,350,409,395,465
6080,389,350,409,395,465
6081,389,350,409,395,465
6082,389,350,409,395,465
6083,389,350,409,395,465
6084,389,350,409,395,465
6085,389,350,409,395,465
6086,389,350,409,395,465
6087,389,350,409,395,465
6088,389,350,409,395,465
6089,389,350,409,395,465
6090,389,350,409,395,465
6091,389,350,409,395,465
6092,389,350,409,395,465
6093,389,350,409,395,466
6094,389,350,409,395,466
6095,389,350,409,395,466
6096,389,350,410,395,466
6097,389,350,410,395,466
6098,390,351,411,395,466
6099,390,351,411,395,466
6100,390,351,411,395,466
6101,390,351,411,395,466
6102,390,351,411,395,466
6103,390,351,411,395,466
6104,390,351,411,395,466
6105,390,351,412,395,466
6106,390,351,412,395,466
6107,391,351,412,395,466
6108,391,351,412,395,466
6109,391,351,412,395,466
6110,391,351,412,396,466
6111,391,351,412,396,466
6112,391,351,412,396,466
6113,391,351,412,396,466
6114,391,351,412,396,466
6115,391,351,412,396,466
6116,391,351,412,396,466
6117,391,351,412,396,466
6118,391,351,412,396,466
6119,391,351,412,396,466
6120,391,351,412,396,466
6121,391,351,412,396,466
6122,391,351,412,396,466
6123,391,351,412,396,466
6124,391,351,412,396,466
6125,391,351,412,396,466
6126,391,351,412,396,466
6127,391,351,412,396,466
6128,391,351,412,396,466
6129,391,351,412,396,466
6130,392,351,412,396,466
6131,392,351,412,396,466
6132,392,351,412,396,466
6133,392,351,412,396,466
6134,392,351,412,396,466
6135,392,351,412,396,466
6136,392,351,412,396,466
6137,392,351,412,396,466
6138,392,351,412,396,466
6139,392,351,412,396,466
6140,392,351,412,396,466
6141,392,351,412,396,466
6142,392,351,412,396,466
6143,392,351,412,396,466
6144,392,351,412,396,466
6145,392,351,412,397,466
6146,392,351,412,397,466
6147,392,351,412,397,466
6148,392,351,412,397,466
6149,392,351,412,397,466
6150,392,351,412,397,466
6151,392,351,412,397,466
6152,392,351,412,397,466
6153,392,351,412,397,466
6154,392,351,412,397,466
6155,392,351,412,397,466
6156,392,351,412,397,466
6157,392,351,412,397,466
6158,392,351,412,397,466
6159,392,351,412,398,466
6160,392,351,412,398,466
6161,392,351,412,398,466
6162,393,351,412,398,466
6163,393,351,412,398,466
6164,393,351,412,398,466
6165,393,351,413,398,466
6166,394,351,413,398,466
6167,394,351,414,398,466
6168,394,351,414,398,466
6169,394,351,414,398,466
6170,394,351,414,398,467
6171,394,351,414,398,467
6172,394,351,414,398,467
6173,395,351,414,398,467
6174,395,351,414,399,467
6175,395,351,414,399,467
6176,395,351,414,399,468
6177,395,351,414,399,468
6178,395,351,414,399,469
6179,395,351,414,399,469
6180,395,351,414,399,469
6181,395,351,414,399,469
6182,395,351,414,399,469
6183,395,351,414,399,469
6184,395,351,414,399,469
6185,395,351,414,399,469
6186,395,351,414,399,469
6187,395,351,414,399,469
6188,395,351,414,399,469
6189,395,351,414,399,469
6190,395,351,414,399,469
6191,395,351,414,399,469
6192,395,351,414,399,469
6193,395,351,414,399,469
6194,395,352,414,399,469
6195,395,352,414,399,469
6196,395,352,414,399,469
6197,395,352,414,399,469
6198,395,352,414,399,469
6199,396,353,414,399,469
6200,396,353,414,399,469
6201,396,353,414,399,469
6202,396,353,414,399,469
6203,396,353,415,399,470
6204,396,353,415,399,470
6205,396,353,415,399,470
6206,396,353,415,399,470
6207,396,353,415,399,470
6208,396,353,415,399,470
6209,396,353,415,399,470
6210,396,353,415,399,470
6211,396,353,415,399,470
6212,396,353,415,399,470
6213,396,353,415,399,470
6214,396,353,415,399,470
6215,396,353,415,399,470
6216,396,353,415,399,470
6217,396,353,415,399,470
6218,396,353,415,399,470
6219,396,353,415,399,470
6220,396,353,415,399,470
6221,396,353,415,399,470
6222,397,353,415,399,470
6223,397,353,415,399,470
6224,397,353,415,399,470
6225,397,353,415,399,470
6226,397,353,415,399,470
6227,397,353,415,399,470
6228,397,353,415,399,470
6229,397,353,415,399,470
6230,397,353,415,399,470
6231,397,353,415,399,470
6232,397,353,415,399,470
6233,397,353,415,399,470
6234,397,353,415,399,470
6235,397,353,415,399,470
6236,397,353,415,399,470
6237,397,353,415,399,470
6238,397,353,415,399,470
6239,397,353,415,399,470
6240,397,353,415,399,470
6241,397,353,415,399,470
6242,397,353,415,399,471
6243,397,353,415,399,471
6244,397,353,415,399,471
6245,397,353,415,399,471
6246,397,353,415,399,471
6247,397,353,415,399,471
6248,397,353,415,399,471
6249,397,353,415,399,471
6250,397,353,415,399,471
6251,397,353,415,399,471
6252,397,353,415,399,471
6253,397,353,415,399,471
6254,397,353,415,399,471
6255,397,354,415,399,471
6256,397,354,415,399,471
6257,397,354,415,399,471
6258,397,354,415,399,471
6259,397,354,415,399,471
6260,397,354,415,399,471
6261,397,354,415,399,471
6262,397,354,415,399,471
6263,397,354,415,399,471
6264,397,354,415,399,471
6265,397,354,415,399,471
6266,397,354,415,399,471
6267,397,354,415,399,471
6268,397,354,415,399,471
6269,397,354,415,399,471
6270,397,354,415,399,471
6271,397,354,415,399,471
6272,397,354,415,399,471
6273,397,354,415,399,471
6274,397,354,415,399,471
6275,397,354,415,399,471
6276,397,354,415,399,471
6277,397,354,415,399,471
6278,397,354,415,399,471
6279,397,354,415,399,471
6280,397,354,415,399,471
6281,397,354,415,399,471
6282,397,354,415,399,471
6283,397,354,415,399,471
6284,397,354,416,399,471
6285,397,354,416,399,471
6286,397,354,416,399,471
6287,397,354,416,400,472
6288,397,354,416,400,472
6289,397,354,416,400,472
6290,397,354,416,400,472
6291,397,354,416,400,472
6292,397,354,416,400,472
6293,397,354,416,400,472
6294,397,354,416,400,472
6295,397,354,416,400,472
6296,397,354,416,400,472
6297,397,354,416,400,472
6298,397,354,416,400,472
6299,397,354,416,400,472
6300,397,354,416,400,472
6301,397,354,416,400,472
6302,397,354,416,400,472
6303,397,354,416,400,472
6304,397,354,416,400,472
6305,397,354,416,400,472
6306,397,354,416,400,472
6307,397,354,417,400,472
6308,397,354,417,400,472
6309,397,354,417,400,472
6310,397,354,417,400,472
6311,397,354,417,400,472
6312,397,354,417,400,472
6313,397,354,417,400,472
6314,397,355,417,400,473
6315,397,355,417,400,473
6316,397,356,417,400,473
6317,397,356,418,400,473
6318,397,356,418,400,473
6319,397,356,418,400,473
6320,397,356,418,400,473
6321,397,356,419,400,473
6322,397,356,419,400,473
6323,397,356,419,400,473
6324,397,356,419,400,473
6325,397,356,419,400,473
6326,397,356,419,400,473
6327,397,356,419,400,473
6328,397,356,420,400,473
6329,397,356,420,400,473
6330,397,356,420,400,473
6331,398,356,420,401,473
6332,398,356,420,401,473
6333,398,356,420,401,473
6334,398,356,420,401,473
6335,398,356,420,401,473
6336,398,356,420,401,473
6337,398,356,420,401,474
6338,398,356,420,401,474
6339,398,356,420,401,474
6340,398,356,420,401,474
6341,398,356,421,401,474
6342,398,356,422,401,474
6343,398,356,422,401,474
6344,398,356,422,401,474
6345,398,356,422,401,474
6346,398,357,422,401,474
6347,398,358,422,401,475
6348,398,358,422,401,475
6349,398,358,422,401,475
6350,398,358,422,401,475
6351,398,358,422,401,475
6352,399,358,422,401,475
6353,399,358,422,401,475
6354,399,358,422,401,475
6355,399,358,422,401,475
6356,400,358,422,401,475
6357,400,358,422,401,475
6358,400,358,422,401,475
6359,400,358,422,401,475
6360,400,358,422,401,475
6361,400,358,422,401,475
6362,400,358,422,401,475
6363,400,358,422,401,475
6364,400,358,422,401,475
6365,400,358,422,401,475
6366,400,358,422,401,475
6367,400,358,422,402,475
6368,400,358,422,402,475
6369,400,358,422,402,475
6370,400,358,422,402,475
6371,400,358,423,402,475
6372,400,358,423,402,475
6373,400,358,423,402,475
6374,400,358,423,402,475
6375,400,358,423,402,475
6376,400,358,423,402,475
6377,400,358,423,403,475
6378,400,358,423,403,475
6379,400,358,423,403,475
6380,400,358,423,403,475
6381,400,358,423,403,475
6382,400,358,423,403,475
6383,400,358,423,403,475
6384,400,358,423,403,475
6385,400,358,423,403,475
6386,400,359,423,403,475
6387,400,359,423,403,475
6388,401,359,423,403,475
6389,401,359,423,403,475
6390,402,359,423,404,475
6391,402,359,423,404,476
6392,402,359,423,404,476
6393,402,359,423,404,477
6394,402,359,423,404,477
6395,402,359,423,405,477
6396,402,359,423,405,478
6397,402,360,424,405,479
6398,402,360,424,405,479
6399,402,360,424,405,479
6400,403,360,424,405,479
6401,403,360,424,405,479
6402,403,360,424,405,479
6403,403,360,424,405,479
6404,403,360,424,405,479
6405,403,360,424,405,479
6406,403,360,424,405,479
6407,403,360,424,405,479
6408,403,360,424,405,479
6409,403,360,424,405,479
6410,403,360,424,405,479
6411,403,360,424,405,479
6412,403,361,425,405,479
6413,403,361,425,405,479
6414,403,361,425,405,479
6415,404,361,425,405,479
6416,404,361,425,405,479
6417,404,361,425,405,479
6418,404,362,425,405,479
6419,404,362,425,405,479
6420,404,362,425,405,479
6421,404,362,425,405,479
6422,404,362,425,405,479
6423,404,362,425,405,479
6424,404,362,425,406,479
6425,404,362,425,406,479
6426,404,362,425,406,479
6427,404,362,425,406,479
6428,404,362,425,406,479
6429,404,362,425,406,479
6430,404,362,425,406,479
6431,404,362,425,406,479
6432,404,362,425,407,479
6433,404,362,425,407,479
6434,404,362,425,407,479
6435,404,362,425,407,479
6436,404,362,425,407,479
6437,404,362,425,407,479
6438,404,362,425,407,479
6439,404,362,425,407,479
6440,404,362,425,407,479
6441,404,362,425,407,480
6442,404,362,425,407,480
6443,404,362,425,407,480
6444,404,362,425,407,480
6445,404,362,425,407,481
6446,404,362,425,407,481
6447,404,363,425,407,481
6448,404,363,425,407,481
6449,404,363,425,407,481
6450,404,363,425,407,481
6451,404,363,425,407,481
6452,404,363,425,407,481
6453,405,363,425,407,481
6454,405,363,425,407,481
6455,405,363,425,407,481
6456,405,363,426,408,481
6457,405,363,426,408,481
6458,405,363,426,408,481
6459,405,363,426,408,481
6460,405,363,426,408,481
6461,405,363,426,408,481
6462,405,363,426,408,481
6463,405,363,427,408,481
6464,405,363,427,408,481
6465,405,363,427,409,481
6466,405,363,427,409,481
6467,405,363,427,409,481
6468,405,363,427,409,481
6469,405,363,427,409,481
6470,405,363,427,409,481
6471,405,363,427,409,481
6472,405,363,427,409,481
6473,405,363,427,409,481
6474,405,363,427,409,481
6475,405,363,427,409,481
6476,405,363,427,409,481
6477,405,363,427,409,481
6478,405,363,427,409,481
6479,405,363,428,410,481
6480,405,363,428,410,481
6481,405,363,428,410,481
6482,405,363,428,410,481
6483,405,363,428,410,481
6484,405,363,428,410,481
6485,405,363,428,410,481
6486,405,363,428,411,481
6487,405,363,428,411,481
6488,405,363,428,411,482
6489,405,363,428,411,482
6490,405,363,428,411,482
6491,405,363,428,411,482
6492,406,363,428,411,482
6493,407,363,428,411,482
6494,407,363,428,411,482
6495,407,363,428,411,482
6496,407,363,428,411,482
6497,407,363,429,411,483
6498,407,363,429,411,483
6499,407,363,429,411,484
6500,407,363,429,411,484
6501,407,363,430,412,484
6502,407,363,430,412,484
6503,407,363,430,412,484
6504,407,363,430,412,485
6505,407,363,430,412,485
6506,407,363,430,412,485
6507,407,363,430,412,485
6508,407,363,430,412,485
6509,407,363,430,412,485
6510,407,363,430,412,485
6511,407,363,430,412,485
6512,407,363,430,412,485
6513,407,363,430,412,485
6514,408,363,430,412,486
6515,408,363,430,412,486
6516,408,363,430,412,486
6517,408,363,430,412,486
6518,408,363,430,412,486
6519,408,363,430,412,486
6520,408,363,430,412,486
6521,408,363,430,412,486
6522,408,363,430,412,486
6523,408,363,430,412,486
6524,408,363,430,412,486
6525,408,363,430,412,487
6526,408,363,430,412,487
6527,408,363,430,412,487
6528,408,363,430,413,487
6529,408,363,431,413,487
6530,408,363,431,413,487
6531,408,363,431,413,487
6532,408,363,431,413,487
6533,408,363,431,413,487
6534,408,363,431,413,487
6535,408,363,431,413,487
6536,408,363,431,413,487
6537,408,363,431,413,487
6538,408,363,431,413,487
6539,408,363,431,413,487
6540,408,363,431,413,488
6541,408,363,431,413,488
6542,408,363,431,413,488
6543,408,363,432,413,488
6544,408,363,432,413,488
6545,408,363,432,413,488
6546,408,363,432,413,488
6547,409,363,432,413,489
6548,409,363,432,413,489
6549,409,363,432,413,489
6550,409,363,432,413,489
6551,409,363,432,413,489
6552,409,363,432,413,490
6553,409,363,432,413,490
6554,409,363,432,413,490
6555,409,363,432,413,490
6556,409,363,432,413,490
6557,409,363,432,413,490
6558,409,363,433,413,490
6559,409,363,433,413,490
6560,409,363,433,413,490
6561,409,363,433,413,490
6562,409,363,433,413,490
6563,409,363,433,413,490
6564,409,363,433,413,491
6565,409,363,433,413,491
6566,409,363,433,413,491
6567,409,363,433,413,491
6568,409,363,433,413,491
6569,409,363,433,413,491
6570,409,363,433,413,491
6571,409,363,433,413,491
6572,409,363,433,413,491
6573,409,363,433,413,491
6574,409,363,433,413,491
6575,409,363,433,413,491
6576,409,363,433,413,491
6577,409,363,433,413,491
6578,409,363,433,413,491
6579,409,363,433,413,491
6580,409,363,433,413,491
6581,409,364,433,413,491
6582,409,364,434,413,491
6583,409,364,434,413,491
6584,409,364,434,413,491
6585,409,364,434,413,492
6586,409,364,434,413,492
6587,409,364,434,413,492
6588,409,364,434,413,492
6589,409,364,434,413,492
6590,409,364,434,413,492
6591,410,364,434,413,492
6592,410,364,434,413,492
6593,410,364,434,413,492
6594,410,364,434,413,492
6595,410,364,434,413,492
6596,410,364,434,413,492
6597,410,364,434,413,492
6598,410,364,434,413,492
6599,410,364,434,413,492
6600,410,364,434,413,492
6601,410,364,434,413,492
6602,410,364,434,413,492
6603,410,364,434,413,492
6604,410,364,434,413,492
6605,410,364,434,413,492
6606,410,364,434,413,492
6607,410,364,434,413,492
6608,410,364,434,413,492
6609,410,364,434,413,492
6610,410,364,434,413,493
6611,410,364,434,413,493
6612,410,364,434,413,493
6613,410,364,434,413,493
6614,410,365,435,413,493
6615,410,365,435,413,493
6616,410,365,435,413,493
6617,410,365,435,413,493
6618,410,365,435,413,493
6619,410,365,435,413,493
6620,410,365,435,414,493
6621,410,365,435,414,493
6622,411,365,436,414,493
6623,411,365,436,414,493
6624,411,365,436,414,494
6625,411,365,436,414,494
6626,411,365,436,414,494
6627,411,365,437,414,494
6628,411,365,437,414,494
6629,411,365,437,415,494
6630,411,365,437,415,494
6631,411,365,437,415,494
6632,411,365,437,415,494
6633,411,365,437,416,494
6634,411,365,437,416,494
6635,411,365,437,416,494
6636,411,365,437,416,494
6637,411,365,437,416,494
6638,411,365,437,416,494
6639,412,365,437,416,494
6640,412,365,437,416,494
6641,412,365,437,416,494
6642,412,365,437,416,494
6643,412,365,437,416,494
6644,412,365,437,416,494
6645,412,365,437,416,494
6646,412,365,437,416,494
6647,412,365,438,416,494
6648,412,365,438,416,494
6649,412,365,438,416,494
6650,413,365,438,416,494
6651,413,365,438,416,494
6652,413,365,438,416,494
6653,413,365,438,416,494
6654,413,365,438,416,494
6655,413,365,438,416,494
6656,413,365,438,416,494
6657,413,365,438,416,494
6658,413,365,438,416,494
6659,413,365,438,416,494
6660,413,365,438,416,494
6661,413,365,438,416,494
6662,413,365,438,416,494
6663,413,366,438,416,494
6664,413,366,438,416,494
6665,413,366,438,416,494
6666,413,366,438,416,494
6667,413,366,438,416,494
6668,413,366,438,416,494
6669,413,366,439,416,494
6670,413,366,439,416,494
6671,413,366,439,416,494
6672,413,366,439,416,494
6673,413,366,439,416,494
6674,413,366,439,416,494
6675,413,366,439,416,494
6676,413,366,439,416,494
6677,413,366,439,416,494
6678,413,366,439,416,494
6679,413,366,439,416,494
6680,413,366,439,416,494
6681,413,366,439,416,494
6682,413,366,440,416,494
6683,413,366,440,416,494
6684,413,366,440,417,494
6685,413,366,440,417,494
6686,413,366,440,417,494
6687,413,366,440,417,494
6688,413,366,440,417,494
6689,413,366,440,417,494
6690,413,366,440,417,494
6691,413,366,440,417,495
6692,413,366,440,417,495
6693,413,366,440,417,495
6694,413,366,440,417,495
6695,413,366,440,417,495
6696,413,366,440,417,495
6697,413,366,440,417,495
6698,413,366,440,417,495
6699,413,366,440,417,495
6700,413,366,440,417,495
6701,413,366,440,417,495
6702,413,366,441,417,495
6703,413,366,441,417,495
6704,413,366,441,417,495
6705,413,366,441,417,496
6706,413,366,441,417,496
6707,413,366,441,417,496
6708,413,366,441,417,496
6709,413,366,441,417,496
6710,413,366,441,417,497
6711,413,366,441,417,497
6712,413,366,441,417,497
6713,413,366,441,417,497
6714,413,366,441,417,497
6715,413,366,441,417,497
6716,413,366,441,417,497
6717,413,366,441,417,497
6718,413,366,441,417,498
6719,413,366,441,417,498
6720,413,366,441,417,498
6721,413,366,441,417,498
6722,413,366,441,417,498
6723,413,366,441,417,498
6724,413,366,441,417,498
6725,413,366,441,417,498
6726,414,366,441,417,498
6727,414,366,441,417,498
6728,414,366,441,417,498
6729,414,366,441,417,498
6730,414,366,441,417,498
6731,414,366,441,417,498
6732,414,366,441,417,498
6733,414,366,442,417,498
6734,414,366,442,417,498
6735,414,366,442,417,498
6736,414,366,442,417,498
6737,414,366,442,417,498
6738,414,366,443,417,498
6739,414,366,443,417,498
6740,414,366,443,417,498
6741,414,366,443,417,498
6742,414,366,443,417,498
6743,414,366,443,417,498
6744,414,366,443,417,498
6745,414,366,443,417,498
6746,414,366,444,417,498
6747,414,366,444,417,498
6748,414,366,444,417,498
6749,414,366,444,417,498
6750,414,366,444,417,498
6751,414,366,444,417,498
6752,414,366,444,417,498
6753,414,366,444,417,498
6754,414,366,444,417,498
6755,414,366,444,417,498
6756,414,366,444,417,498
6757,414,366,444,417,498
6758,414,366,444,417,498
6759,414,366,444,418,498
6760,414,366,444,418,498
6761,414,366,444,418,498
6762,414,366,444,418,498
6763,414,366,444,418,498
6764,414,366,444,419,498
6765,414,366,445,420,499
6766,414,366,445,420,499
6767,414,366,445,420,499
6768,414,366,445,420,499
6769,414,366,445,420,499
6770,414,366,445,420,499
6771,414,366,445,420,499
6772,414,366,445,420,499
6773,414,366,445,420,499
6774,414,366,445,420,499
6775,414,366,445,420,499
6776,414,366,445,420,499
6777,414,366,445,420,499
6778,414,366,445,420,499
6779,414,366,445,420,500
6780,414,366,445,420,500
6781,414,366,445,420,500
6782,414,366,445,420,500
6783,414,366,445,420,500
6784,415,366,445,420,500
6785,415,366,445,420,500
6786,415,366,445,420,500
6787,415,366,445,420,500
6788,415,366,445,420,500
6789,415,366,445,420,500
6790,416,366,445,420,500
6791,416,366,445,420,500
6792,416,366,445,420,500
6793,416,366,445,420,500
6794,416,366,445,420,500
6795,416,366,445,420,500
6796,416,367,445,420,500
6797,416,367,445,420,501
6798,416,367,445,420,501
6799,416,367,446,420,501
6800,416,367,446,420,501
6801,416,367,446,420,501
6802,416,367,446,420,501
6803,416,367,446,420,501
6804,416,367,446,420,501
6805,416,367,446,420,501
6806,416,367,446,420,501
6807,416,367,446,420,501
6808,416,367,446,420,501
6809,416,367,446,420,501
6810,416,367,446,420,501
6811,416,367,446,420,501
6812,416,367,446,420,502
6813,416,367,446,420,502
6814,416,367,446,420,502
6815,416,367,446,420,502
6816,416,367,446,420,502
6817,416,367,446,420,502
6818,417,367,446,420,502
6819,417,367,446,420,502
6820,417,368,446,420,502
6821,417,368,446,420,502
6822,417,368,446,420,502
6823,417,368,446,420,502
6824,417,368,446,420,502
6825,417,368,446,420,502
6826,417,368,446,420,502
6827,417,368,446,420,502
6828,417,368,446,420,502
6829,417,368,446,420,502
6830,417,368,446,420,502
6831,417,368,447,420,502
6832,417,368,447,420,502
6833,417,368,447,420,503
6834,417,368,448,420,503
6835,417,368,448,420,503
6836,417,368,448,420,503
6837,417,368,448,420,503
6838,417,368,448,420,503
6839,417,368,448,420,503
6840,417,368,448,420,503
6841,417,368,449,420,503
6842,417,368,449,420,503
6843,417,368,449,420,503
6844,417,368,449,420,503
6845,417,368,449,420,503
6846,417,368,449,420,503
6847,417,368,449,421,503
6848,417,368,449,421,503
6849,417,368,449,421,503
6850,417,368,449,422,503
6851,417,368,449,422,503
6852,417,368,449,422,503
6853,417,368,449,422,503
6854,417,369,449,422,503
6855,417,369,449,422,503
6856,417,369,449,422,503
6857,417,369,449,422,503
6858,417,369,449,422,503
6859,417,369,449,422,503
6860,417,369,449,422,503
6861,417,369,449,423,503
6862,417,369,449,423,503
6863,417,369,449,423,503
6864,417,369,450,423,503
6865,417,369,450,423,503
6866,417,369,450,423,503
6867,417,369,450,423,503
6868,417,369,450,423,503
6869,417,369,450,423,503
6870,417,369,450,423,503
6871,417,369,450,423,503
6872,417,369,450,423,503
6873,417,369,450,423,503
6874,417,369,450,423,503
6875,417,369,450,423,503
6876,417,369,450,423,503
6877,417,369,450,423,503
6878,417,369,450,423,503
6879,417,369,450,423,503
6880,417,369,450,423,503
6881,417,369,450,423,503
6882,417,369,450,423,503
6883,417,369,450,423,503
6884,417,369,450,423,503
6885,417,369,450,423,503
6886,417,369,450,423,503
6887,417,369,450,423,503
6888,417,369,450,423,503
6889,417,369,450,423,503
6890,417,369,450,423,503
6891,417,369,450,423,503
6892,417,369,450,423,503
6893,418,369,450,423,503
6894,418,370,450,423,503
6895,418,370,450,423,503
6896,418,370,450,423,504
6897,418,370,450,423,504
6898,418,370,450,423,504
6899,418,370,451,423,504
6900,418,370,451,423,504
6901,418,370,451,423,504
6902,418,370,451,423,504
6903,418,370,451,423,504
6904,418,370,451,423,504
6905,418,370,451,423,504
6906,418,370,452,423,504
6907,418,370,452,423,504
6908,418,370,452,423,505
6909,418,370,452,423,505
6910,418,370,452,423,506
6911,418,370,452,423,506
6912,418,370,452,423,506
6913,418,370,452,423,506
6914,418,370,452,423,506
6915,418,370,452,423,506
6916,418,370,452,423,506
6917,418,370,453,423,506
6918,418,370,453,423,506
6919,418,370,453,423,506
6920,418,370,453,423,506
6921,418,370,453,423,506
6922,419,370,453,423,506
6923,419,370,453,423,506
